#####################################
#####################################
#######  					  #######	
####### THE KINGDOM OF GONDOR #######
#######						  #######	
#####################################
#####################################
###
## In order: 
## Gondor Proper
# House of Anárionath, Kings of Gondor
# House of Húrinionath, Stewards of Gondor
# House of Imrazôrionath, Princes of Dol Amroth
# House of Eärnur, Sealords of Lebennin
# House of Ausir, High Lords of Lossarnach
# House of Malandil, High Lords of Lamedon
# House of Olindur, High Lords of Anfalas
# House of Halboron, High Lords of Pinnath Gelin
# House of Minadirionath, Lords of Entyn-i-Onodlo
# House of Rodirionath, Lords of Gardhon Fuir
# House of Anwar, counts of the Eyrn Fuir
# House of Yrchdaugnir, Lords of Doranorien
# House of Linnarion, Lords of Celosien
# House of Arphenian, Lords of Lebennivet
# House of Celebhatol, Lords of Arnach
# House of Imlothiath, Lords of Edhelion
# House of Durthoron, Lords of Anghabar
# House of Celebharn, Lords of Methrast
# House of Heledir, Lords of Tolfalas
# House of Axanturionath, Lords of Tarlang
# House of Brandirion, Lords of Morthond Vale
# House of Gwaihirion, Captains of Isengard
# House of Authrom, Lords of Rhandir
# House of Palantirith, Lords of Serelond

### Houses of Ithilien (Trig TBF)
# House of Alagos, first Lords of Harithilien
# House of Astandurionath, latest Lords of Harithilien
# House of Arandal, Dukes of Cormalthen
# House of Drinbar, lords of the Nindalf
# House of Finnarphen, lords of Henneth Annun
# House of Asgaril, lords of Forithilien
# House of Faedur, Lords of the Ephel Duath
# House of Wilwarin, later rulers of Coruvegil
# House of Coruvegil, rulers of Coruvegil
# House of Curedain, stewards of the stewards
# House of Rian, cadet of Othnir, rulers of Rian between 1200 and 1700
# House of Othnir, Lords of Othnir
# House of Elemmir, Barons of Abad Elemmir
# House of Usuluni, Courtiers of the Dukes of Emyn Arnen
# House of Glorel, Lords of Glorel
# House of Telengaur, Lords of the Harithilien highlands
# House of Faron, First rulers of Porosir and Morvegil
# House of Morvegil, Dukes of Harithilien after the Kinstrife
# House of Nepos, second Dukes of Harithilien, lords of boths sides of the Poros
# House of Tiridon, cadet of Telengaur, later lords of the Haithilien highlands. 

### Houses of Harondor
# House of Orontorion, Lords of Methir
# House of Thavor, Lords of Laer
# House of Surionath, Lords of Neporos
# House of Morinehtar, Lords of Annun
# house of Súldilion
# House of Rumilion
# House of Calambar, Lords of Narthan (Chief Vanity)
# House of Elentirmo
# House of Seregonir
# House of Calionath, Lords of Harfalas
# House of Amdirvel, Lords of Eredir
# House of Noruinif, Lords of Hyarmen
# House of Maethorionath, Lords of Foraegardh

## Border Realms
# House of Telemnarion, Governors of Umbar
# House of Vinginturion, Lords of Arlefnui
# House of Ohtarion, Lords of Tharagrondost
# House of Isilmonir, Lords of Nethos
# House of Calionath, Lords of Harfalas
# Dor Rhúnen Regents

## Minor Houses / Counts
# House of Himelin	
# House of Dalfelena		
# House of Alfirin	
# House of Dúlinn	
# House of Galadeiliant		
# House of Hardion	
# House of Duneglan	
# House of Tinnubar	
# House of Atanatarionath	
# House of An Rosuldrië
# House of Malanath
# House of An Tyliand
# House of Rond Randir
# House of Rond Rendûl
# House of An Andhen
# House of Imristion
# House of An Lontir
# House of Nos Elmo
# House of An Annodrûn

## Unlanded Houses
# House of Dor Giril 
# House of Manthorionath
# Telcontar DNA Characters
# House of Gilthol (Sol Vanity)

## Angmar Start Date ##
# House of Arastil, Governors of the province of Enedhwaith, based in Southern Tharbad
# House of Forchon, Counts of Riverwatch, guarding the fords of the Angren
# House of Túlion, Holders of Lond Daer (or what's left of it)
# House of Handarod, Governors of the province of Andrast, based in Úlond
# House of Orthonn, Stewards of Tharagrondost until the Kinstrife

## Filler

##############################
##### The Kings of Gondor ####
##############################
# House of Anárionath

	trait = blood_of_numenor_1
    7171.8.4 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7278.3.1 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote92 = {
    name = Maiendil 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote89
    mother = lineofedalote90

    


	trait = blood_of_numenor_1
    7174.11.10 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7220.12.5 = {
        add_spouse = lineofedalote93
    }

    7291.10.9 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote93 = {
    name = Forowen 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    


	trait = blood_of_numenor_1
    7203.3.8 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7308.6.23 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote94 = {
    name = Esteliel 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote89
    mother = lineofedalote90

    


	trait = blood_of_numenor_1
    7184.4.12 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7286.12.3 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote95 = {
    name = Eambar 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote87
    mother = lineofedalote88

    


	trait = blood_of_numenor_1
    7118.1.23 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7160.1.7 = {
        add_spouse = lineofedalote96
    }

    7223.2.5 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote96 = {
    name = Aranwinga 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    


	trait = blood_of_numenor_1
    7143.4.8 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7243.6.8 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote97 = {
    name = Hatholdir 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote95
    mother = lineofedalote96

    


	trait = blood_of_numenor_1
    7173.8.16 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7221.11.21 = {
        add_spouse = lineofedalote98
    }

    7288.5.13 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote98 = {
    name = Siliel 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    


	trait = blood_of_numenor_1
    7204.7.8 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7319.1.5 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote99 = {
    name = Pelendur 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote95
    mother = lineofedalote96

    


	trait = blood_of_numenor_1
    7185.11.11 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7212.2.25 = {
        add_spouse = lineofedalote100
    }

    7286.11.25 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote100 = {
    name = Andreth 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    


	trait = blood_of_numenor_1
    7195.8.12 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7311.8.11 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote101 = {
    name = Gildis 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote95
    mother = lineofedalote96

    


	trait = blood_of_numenor_1
    7195.1.1 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7295.10.23 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote102 = {
    name = Nedhwen 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote95
    mother = lineofedalote96

    


	trait = blood_of_numenor_1
    7196.4.5 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7309.12.17 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote103 = {
    name = Aldawen 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote87
    mother = lineofedalote88

    


	trait = blood_of_numenor_1
    7122.10.26 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7239.4.7 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote104 = {
    name = Yavaniel 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote69
    mother = lineofedalote70

    


	trait = blood_of_numenor_1
    6940.2.13 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7040.2.23 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote105 = {
    name = Edhelmir 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote69
    mother = lineofedalote70

    


	trait = blood_of_numenor_1
    6945.4.22 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    6975.6.4 = {
        add_spouse = lineofedalote106
    }

    7053.5.10 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote106 = {
    name = Malrunya 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    


	trait = blood_of_numenor_1
    6958.2.19 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7059.6.6 = {
        death = { death_reason = death_smallpox }
    }
}

lineofedalote107 = {
    name = Lossie 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote105
    mother = lineofedalote106

    


	trait = blood_of_numenor_1
    6994.5.17 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7095.7.13 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote108 = {
    name = Ebor 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote105
    mother = lineofedalote106

    


	trait = blood_of_numenor_1
    7006.2.12 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7051.9.18 = {
        add_spouse = lineofedalote109
    }

    7108.11.13 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote109 = {
    name = Amarie 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    


	trait = blood_of_numenor_1
    7034.6.25 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7149.6.18 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote110 = {
    name = Minalcar 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote108
    mother = lineofedalote109

    


	trait = blood_of_numenor_1
    7061.6.16 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7109.9.26 = {
        add_spouse = lineofedalote111
    }

    7161.7.13 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote111 = {
    name = Aryawen 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    


	trait = blood_of_numenor_1
    7092.11.4 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7207.9.27 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote112 = {
    name = Henderch 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote110
    mother = lineofedalote111

    


	trait = blood_of_numenor_1
    7147.11.19 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7148.2.10 = {
        give_nickname = nick_the_gardener
        effect = {
            add_character_flag = {
                flag = had_nickname_event
            }
        }
    }

    7191.1.15 = {
        add_spouse = lineofedalote113
    }

    7248.12.25 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote113 = {
    name = Olosse 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    


	trait = blood_of_numenor_1
    7174.5.28 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7279.8.17 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote114 = {
    name = Telerien 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote112
    mother = lineofedalote113

    


	trait = blood_of_numenor_1
    7213.8.15 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7313.7.17 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote115 = {
    name = Ostomir 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote112
    mother = lineofedalote113

    


	trait = blood_of_numenor_1
    7227.12.14 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7265.11.27 = {
        add_spouse = lineofedalote116
    }

    7329.9.20 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote116 = {
    name = Eariel 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    


	trait = blood_of_numenor_1
    7248.6.16 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7360.1.28 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote117 = {
    name = Mardil 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote108
    mother = lineofedalote109

    


	trait = blood_of_numenor_1
    7071.12.26 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7115.5.8 = {
        add_spouse = lineofedalote118
    }

    7184.9.17 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote118 = {
    name = Miryaiel 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    


	trait = blood_of_numenor_1
    7098.10.6 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7215.10.12 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote119 = {
    name = Hirluin 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote117
    mother = lineofedalote118

    


	trait = blood_of_numenor_1
    7137.12.7 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7175.1.12 = {
        add_spouse = lineofedalote120
    }

    7241.9.12 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote120 = {
    name = Finvain 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    


	trait = blood_of_numenor_1
    7158.8.8 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7275.12.22 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote121 = {
    name = Atanalcar 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote119
    mother = lineofedalote120

    


	trait = blood_of_numenor_1
    7210.11.4 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7245.9.13 = {
        add_spouse = lineofedalote122
    }

    7321.10.18 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote122 = {
    name = Orbereth 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    


	trait = blood_of_numenor_1
    7228.6.18 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7338.4.4 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote123 = {
    name = Ingold 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote119
    mother = lineofedalote120

    


	trait = blood_of_numenor_1
    7214.5.15 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7239.12.7 = {
        add_spouse = lineofedalote124
    }

    7325.2.21 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote124 = {
    name = Isilme 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    


	trait = blood_of_numenor_1
    7222.11.10 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7333.5.26 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote125 = {
    name = Castaher 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote117
    mother = lineofedalote118

    


	trait = blood_of_numenor_1
    7154.1.26 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7195.3.25 = {
        add_spouse = lineofedalote126
    }

    7259.4.24 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote126 = {
    name = Aryawen 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    


	trait = blood_of_numenor_1
    7178.12.26 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7291.2.5 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote127 = {
    name = Borthand 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote125
    mother = lineofedalote126

    


	trait = blood_of_numenor_1
    7254.12.23 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7294.11.3 = {
        add_spouse = lineofedalote128
    }

    7373.12.25 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote128 = {
    name = Emeldire 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    


	trait = blood_of_numenor_1
    7277.8.9 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7391.12.9 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote129 = {
    name = Mamandil 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote105
    mother = lineofedalote106

    


	trait = blood_of_numenor_1
    7022.4.8 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7070.11.27 = {
        add_spouse = lineofedalote130
    }

    7132.12.7 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote130 = {
    name = Dorien 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    


	trait = blood_of_numenor_1
    7053.11.9 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7160.2.12 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote131 = {
    name = Faelivrin 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote129
    mother = lineofedalote130

    


	trait = blood_of_numenor_1
    7082.9.27 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7198.4.14 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote132 = {
    name = Gilrian 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote129
    mother = lineofedalote130

    


	trait = blood_of_numenor_1
    7089.11.25 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7199.10.24 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote133 = {
    name = Nolondur 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim
	

    father = lineofedalote129
    mother = lineofedalote130

    


	trait = blood_of_numenor_1
    7094.11.13 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7129.12.16 = {
        add_spouse = lineofedalote134
    }

    7165.3.22 = {
        death = { death_reason = death_maimed }
    }
}

lineofedalote134 = {
    name = Aurel 
    female = yes

    religion = faith_edain
    culture = belfalathrim

    


	trait = blood_of_numenor_1
    7112.11.2 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7224.5.4 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote135 = {
    name = Forlong 

    dynasty = dynasty_an_ethring
    religion = faith_edain
    culture = belfalathrim

    father = lineofedalote133
    mother = lineofedalote134

    


	trait = blood_of_numenor_1
    7157.5.12 = {
        birth = yes
		effect = {
			learn_language = language_sindarin
		}
    }

    7186.1.3 = {
        add_spouse = lineofedalote136
    }

    7257.8.5 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofedalote136 = {
    name = Quimelle 
